date,type,deaths,injuries,location,city,country
2016-06-14,Bombing,1.0,7.0,"Baghdad, Iraq",Baghdad,Iraq
2016-06-14,Mass execution,52.0,,"Lake Chad, Cameroon",Lake Chad,Cameroon
2016-06-14,Shooting,3.0,9.0,"Kud, India",Kud,India
2016-06-14,Suicide bombing,2.0,4.0,"Ngozi Province, Burundi",Ngozi,Burundi
2016-06-15,Bombing,2.0,4.0,"al-Dawanem, Iraq",Al-Dawanem,Iraq
2016-06-15,Shooting,2.0,,"al-Zaafraniya, Iraq",Al-Zaafraniya,Iraq
2016-06-15,Bombing,1.0,5.0,"Baghdad, Iraq",Baghdad,Iraq
2016-06-15,Suicide bombing,2.0,3.0,"al-Yusifiya, Iraq",Al-Yusifiya,Iraq
2016-06-15,Clash,,,"Jabil, Iraq",Jabil,Iraq
2016-06-15,Attack,4.0,1.0,"Kau-Tuva, Nigeria",Kau-Tuva,Nigeria
2016-06-15,Melee attack,0.0,1.0,"Brussels, Belgium",Brussels,Belgium
2016-06-15,"Suicide bombing, bombing",9.0,8.0,"Baghdad, Iraq",Baghdad,Iraq
2016-06-16,Bombing,2.0,3.0,"Baghdad, Iraq",Baghdad,Iraq
2016-06-16,Clash,3.0,4.0,"al-Makhiesa, Iraq",Al-Makhiesa,Iraq
2016-06-16,Shooting,1.0,1.0,"Fallujah, Iraq",Fallujah,Iraq
2016-06-16,Stoning,4.0,,"Sinsil, Iraq",Sinsil,Iraq
2016-06-16,Suicide bombing and execution,22.0,7.0,"Sirte, Libya",Sirte,Libya
2016-06-16,Attack,10.0,,"Ngaoundaye, Central African Republic",Ngaoundaye,Central African Republic
2016-06-16,Crucifying,3.0,,"Deir Ezzor, Syria",Deir Ezzor,Syria
2016-06-16,Shooting and stabbing,1.0,1.0,"Birstall, United Kingdom",Birstall,United Kingdom
2016-06-17,Shooting,24.0,10.0,"Kuda, Nigeria",Kuda,Nigeria
2016-06-17,Suicide bombing,1.0,,"Sirte, Libya",Sirte,Libya
2016-06-17,Shooting,7.0,12.0,"Ghafam, Niger",Ghafam,Niger
2016-06-17,Bombing,1.0,3.0,"Peshawar, Pakistan",Peshawar,Pakistan
2016-06-18,Suicide bombing,3.0,10.0,"Tuz Khurmatu, Iraq",Tuz Khurmatu,Iraq
2016-06-18,Bombing,4.0,,"Karma, Iraq",Karma,Iraq
2016-06-18,Execution,3.0,,"al-Qayyarah, Iraq",Al-Qayyarah,Iraq
2016-06-18,Shooting,3.0,,"Shakrak, Iraq",Shakrak,Iraq
2016-06-18,Shooting and Kidnapping,7.0,210.0,"Aleppo, Syria",Aleppo,Syria
2016-06-18,Execution,6.0,,"Manbij, Syria",Manbij,Syria
2016-06-19,Shelling,1.0,4.0,"al-Shuhada, Iraq",Al-Shuhada,Iraq
2016-06-19,Suicide bombing,5.0,,"Diyala, Iraq",Diyala,Iraq
2016-06-19,Bombing,0.0,3.0,"al-Makhaisa, Iraq",Al-Makhaisa,Iraq
2016-06-19,Suicide bombing,0.0,,"Fallujah, Iraq",Fallujah,Iraq
2016-06-19,Bombing,2.0,9.0,"Baghdad, Iraq",Baghdad,Iraq
2016-06-19,Bombing,1.0,,"Baiji, Iraq",Baiji,Iraq
2016-06-19,Bombing,0.0,2.0,"Shaikhi, Iraq",Shaikhi,Iraq
2016-06-20,Suicide bombing,16.0,9.0,"Kabul, Afghanistan",Kabul,Afghanistan
2016-06-20,Bombing,1.0,4.0,"al-Dibs, Iraq",Al-Dibs,Iraq
2016-06-20,Suicide bombing,3.0,10.0,"Baghdad, Iraq",Baghdad,Iraq
2016-06-20,Bombing,1.0,8.0,"al-Shaab, Iraq",Al-Shaab,Iraq
2016-06-20,Bombing,1.0,5.0,"Kabul, Afghanistan",Kabul,Afghanistan
2016-06-20,Bombing,10.0,40.0,"Badakhshan, Afghanistan",Badakhshan,Afghanistan
2016-06-20,Attack,2.0,,"Wumbi, Nigeria",Wumbi,Nigeria
2016-06-21,Shooting,1.0,,"Zankoura, Iraq",Zankoura,Iraq
2016-06-21,Suicide bombing,4.0,5.0,"Souib, Iraq",Souib,Iraq
2016-06-21,Bombing,0.0,1.0,"Fallujah, Iraq",Fallujah,Iraq
2016-06-21,Suicide bombing,6.0,14.0,"Rukban Refugee Camp, Jordan",Rukban Refugee Camp,Jordan
2016-06-21,Shooting,1.0,,"Karachi, Pakistan",Karachi,Pakistan
2016-06-21,Raid,3.0,,"Karachi, Pakistan",Karachi,Pakistan
2016-06-22,Execution,3.0,0.0,"Mindanao, Philippines",Mindanao,Philippines
2016-06-22,Bombing,,,"Albu Khudu, Iraq",Albu Khudu,Iraq
2016-06-22,Bombing,0.0,4.0,"al-Hamamiyat, Iraq",Al-Hamamiyat,Iraq
2016-06-22,Shelling,0.0,2.0,"Makhisa, Iraq",Makhisa,Iraq
2016-06-22,Bombing,1.0,5.0,"Baghdad, Iraq",Baghdad,Iraq
2016-06-22,Bombing,1.0,4.0,"Baghdad, Iraq",Baghdad,Iraq
2016-06-22,Assassination,1.0,1.0,"Karachi, Pakistan",Karachi,Pakistan
2016-06-22,Clash,55.0,100.0,"Sirte, Libya",Sirte,Libya
2016-06-22,Bombing,30.0,,"Garabulli, Libya",Garabulli,Libya
2016-06-23,Shooting and burning,2.0,1.0,"al-Naeima, Iraq",Al-Naeima,Iraq
2016-06-23,Bombing,2.0,5.0,"Baghdad, Iraq",Baghdad,Iraq
2016-06-23,Shooter,1.0,,"al-A'ur, Iraq",Al-A'Ur,Iraq
2016-06-23,Bombing,1.0,4.0,"Baghdad, Iraq",Baghdad,Iraq
2016-06-24,Bombing,1.0,8.0,"al-Husseiniya, Iraq",Al-Husseiniya,Iraq
2016-06-24,Execution,5.0,,"al-Hawija, Iraq",Al-Hawija,Iraq
2016-06-24,Vehicular attack,0.0,2.0,"Kiryat Arba, West Bank",Kiryat Arba,Palestine
2016-06-24,Car bombing,5.0,14.0,"Benghazi, Libya",Benghazi,Libya
2016-06-24,Shooting,6.0,,"Zankoura, Iraq",Zankoura,Iraq
2016-06-24,Attack,20.0,27.0,"Kot, Afghanistan",Kot,Afghanistan
2016-06-25,"Suicide car bombing, hostage-taking",15.0,25.0,"Mogadishu, Somalia",Mogadishu,Somalia
2016-06-25,Bombing,3.0,,"Salahuddin, Iraq",Salahuddin,Iraq
2016-06-25,Bombing,3.0,91.0,"Antananarivo, Madagascar",Antananarivo,Madagascar
2016-06-25,Bombing,1.0,4.0,"al-Radwaniyah, Iraq",Al-Radwaniyah,Iraq
2016-06-25,Attack,25.0,,"Qayyarah, Iraq",Qayyarah,Iraq
2016-06-25,Shooting,8.0,24.0,"Pulwama, India",Pulwama,India
2016-06-25,Shooting,4.0,,"Gouzoudoum and Kaldjiwa, Cameroon",Gouzoudoum,Cameroon
2016-06-25,Shooting,1.0,,"Riyadh, Saudi Arabia",Riyadh,Saudi Arabia
2016-06-25,Shooting,5.0,,"Yurkud, Somalia",Yurkud,Somalia
2016-06-26,Bombing,2.0,1.0,"al-Bayah, Iraq",Al-Bayah,Iraq
2016-06-26,Bombing,1.0,8.0,"Baghdad, Iraq",Baghdad,Iraq
2016-06-26,Attack,0.0,1.0,"Thuye Tha Mein, Myanmar",Thuye Tha Mein,Myanmar
2016-06-27,Suicide bombings,7.0,15.0,"Qaa, Lebanon",Qaa,Lebanon
2016-06-27,Bombings,43.0,37.0,"Mukalla, Yemen",Mukalla,Yemen
2016-06-27,Shooting,2.0,,"Hussein al-Hammadi, Iraq",Hussein Al-Hammadi,Iraq
2016-06-27,Bombing,1.0,8.0,"Baghdad, Iraq",Baghdad,Iraq
2016-06-27,Bombing,2.0,5.0,"Hussein al-Hammadi, Iraq",Hussein Al-Hammadi,Iraq
2016-06-28,Grenade,0.0,8.0,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia
2016-06-28,"Suicide bombings, shooting",45.0,239.0,"Istanbul, Turkey",Istanbul,Turkey
2016-06-28,Bombing,1.0,5.0,"Baghdad, Iraq",Baghdad,Iraq
2016-06-28,Execution,4.0,15.0,"Sharqat, Iraq",Sharqat,Iraq
2016-06-28,Suicide bombing,12.0,,"Karbala, Iraq",Karbala,Iraq
2016-06-28,Shooting,4.0,,"Baghdad, Iraq",Baghdad,Iraq
2016-06-28,Attack,,,"al-Rutba, Iraq",Al-Rutba,Iraq
2016-06-28,Suicide bombing,14.0,32.0,"Abu Ghraib, Iraq",Abu Ghraib,Iraq
2016-06-28,Melee attack,1.0,0.0,"Chittagong, Bangladesh",Chittagong,Bangladesh
2016-06-29,Bombing,1.0,8.0,"Baghdad, Iraq",Baghdad,Iraq
2016-06-29,Mortar attack,2.0,8.0,"Telul al-Baj, Iraq",Telul Al-Baj,Iraq
2016-06-29,Bombing,3.0,7.0,"Abu Gharib, Iraq",Abu Gharib,Iraq
2016-06-29,Suicide bombing and Rocket attack,14.0,37.0,"Tal Abyad, Syria",Tal Abyad,Syria
2016-06-29,Attack,3.0,6.0,"Timbuktu, Mali",Timbuktu,Mali
2016-06-30,Stabbing,1.0,1.0,"Kiryat Arba, West Bank",Kiryat Arba,Palestine
2016-06-30,Stabbing,0.0,2.0,"Natanya, Israel",Natanya,Israel
2016-06-30,Shooting,1.0,0.0,"Arish, Sinai, Egypt",Arish,Egypt
2016-06-30,Bombing,1.0,2.0,"Arish, Sinai, Egypt",Arish,Egypt
2016-06-30,Bombing,1.0,1.0,"Near Rafah, Sinai, Egypt",Rafah,Egypt
2016-06-30,Suicide bombing,6.0,19.0,"Baghdad, Iraq",Baghdad,Iraq
2016-06-30,Bombing,3.0,9.0,"Baghdad, Iraq",Baghdad,Iraq
2016-06-30,Shooting,1.0,,"al-Shurta Tunnel, Iraq",Al-Shurta Tunnel,Iraq
2016-06-30,Bombing,1.0,7.0,"Baghdad, Iraq",Baghdad,Iraq
2016-06-30,Suicide bombing,40.0,50.0,"Wardak, Afghanistan",Wardak,Afghanistan
2016-06-30,Suicide bombing,15.0,,"Djakana, Cameroon",Djakana,Cameroon
2016-06-30,Bombing,18.0,,"Lafoole, Somalia",Lafoole,Somalia
2016-06-30,Melee attack,1.0,0.0,"Kuwait City, Kuwait",Kuwait City,Kuwait
2016-06-30,Melee attack,1.0,2.0,"Riyadh, Saudi Arabia",Riyadh,Saudi Arabia
2016-06-30,Shooting,4.0,5.0,"Fallujah, Iraq",Fallujah,Iraq
2016-06-30,Shooting,3.0,6.0,"Khyber Pakhtunkhawa, Pakistan",Khyber Pakhtunkhawa,Pakistan
2016-06-30,Shooting,6.0,3.0,"Farafra, Egypt",Afra,Egypt
2016-06-30,Bombing,1.0,3.0,"East Eker, Bahrain",Eker,Bahrain
2016-07-01,Bombing,1.0,3.0,"Eker, Bahrain",Eker,Bahrain
2016-07-01,Shooting,1.0,3.0,"Mount Hebron, West Bank",Mount Hebron,Palestine
2016-07-01,Shooting,1.0,,"Masisi Territory, Democratic Republic of Congo",Masisi Territory,Congo
2016-07-01,Shooting,6.0,2.0,"Mandera County, Kenya",Mandera County,Kenya
2016-07-01,Suicide bombing,6.0,19.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-01,Shooting,6.0,0.0,"Wak, Kenya",Wak,Kenya
2016-07-01,"Shooting, hostage-taking",24.0,50.0,"Dhaka, Bangladesh",Dhaka,Bangladesh
2016-07-01,Bombing,1.0,11.0,"Yusufiyah, Iraq",Yusufiyah,Iraq
2016-07-01,Melee attack,1.0,0.0,"Bandarban, Bangladesh",Bandarban,Bangladesh
2016-07-01,Melee attack,1.0,0.0,"Jhenaidah, Bangladesh",Jhenaidah,Bangladesh
2016-07-01,Assassination,1.0,0.0,"Caracas, Venezuela",Caracas,Venezuela
2016-07-01,Shooting,1.0,0.0,"Dera Murad Jamali, Balochistan, Pakistan",Dera Murad Jamali,Pakistan
2016-07-01,Execution,1.0,0.0,Damascus Syria,Damascus,Syria
2016-07-02,Suicide bombing,2.0,18.0,"Jalalabad, Afghanistan",Jalalabad,Afghanistan
2016-07-02,Mortar attack,2.0,19.0,"Baidoa, Somalia",Baidoa,Somalia
2016-07-02,Shooting,1.0,0.0,"Khalediya, Iraq",Khalediya,Iraq
2016-07-02,Shooting,1.0,0.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-02,Suicide bombing,,,"Tikrit, Iraq",Tikrit,Iraq
2016-07-02,Shooting,7.0,,"Kariz, Afghanistan",Kariz,Afghanistan
2016-07-02,Bombing,4.0,,"Kandahar, Afghanistan",Kandahar,Afghanistan
2016-07-03,Bombing,342.0,246.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-03,Execution,15.0,,"Hawija, Iraq",Hawija,Iraq
2016-07-03,Car bombing,2.0,7.0,"Benghazi, Libya",Benghazi,Libya
2016-07-03,Shooting,1.0,,"al-Aseri, Iraq",Al-Aseri,Iraq
2016-07-03,Suicide bombing,7.0,0.0,"Inkhel, Syria",Inkhel,Syria
2016-07-03,Land mine,1.0,0.0,"Khartsyzk, Ukraine",Khartsyzk,Ukraine
2016-07-03,Assassination,0.0,1.0,"Abudwak, Somalia",Abudwak,Somalia
2016-07-04,Suicide bombing,4.0,7.0,"Jeddah, Qatif and Medina, Saudi Arabia",Jeddah,Saudi Arabia
2016-07-04,Bombing,2.0,9.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-04,Rockets attack,,50.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-04,Suicide bombing,0.0,2.0,"Monguno, Nigeria",Monguno,Nigeria
2016-07-05,"Shooting, machete attack",9.0,0.0,"Beni Territory, Democratic Republic of Congo",Beni Territory,Congo
2016-07-05,Suicide bombing,0.0,1.0,"Surakarta, Indonesia",Surakarta,Indonesia
2016-07-05,Suicide bombing,25.0,,"Al-Hasakah, Syria",Al-Hasakah,Syria
2016-07-05,Bombings,4.0,9.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-05,Execution,7.0,,"Salahuddin, Iraq",Salahuddin,Iraq
2016-07-05,Shelling,3.0,12.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-05,Execution,40.0,,"Um al-Housh, Syria",Um Al-Housh,Syria
2016-07-05,Grenade attack,0.0,9.0,"Mogadishu, Somalia",Mogadishu,Somalia
2016-07-05,Attacks,2.0,6.0,"Songkhla and Bannang Sata, Thailand",Songkhla,Thailand
2016-07-05,Execution,2.0,0.0,"Galcad, Somalia",Galcad,Somalia
2016-07-06,Shooting,,,"Tete Province, Mozambique",Tete,Mozambique
2016-07-06,"Suicide bombing, raid",25.0,8.0,"Aden, Yemen",Aden,Yemen
2016-07-06,Vehicular attack,0.0,3.0,"Neve Daniel, West Bank",Neve Daniel,Palestine
2016-07-06,Shooting,1.0,0.0,"Hakkâri, Turkey",Hakkâri,Turkey
2016-07-06,Suicide bombing,4.0,2.0,"Sar-e-Pul, Afghanistan",Sar-E-Pul,Afghanistan
2016-07-06,Attack,2.0,4.0,"Yala, Thailand",Yala,Thailand
2016-07-06,Assassination,1.0,0.0,"Oyo, Nigeria",Oyo,Nigeria
2016-07-07,"Bombing, shooting",3.0,13.0,"Sholakia, Bangladesh",Sholakia,Bangladesh
2016-07-07,Car bombing,12.0,32.0,"Benghazi, Libya",Benghazi,Libya
2016-07-07,Execution,5.0,0.0,"Azim, Iraq",Azim,Iraq
2016-07-07,"Suicide bombing, shooting",56.0,75.0,"Balad, Iraq",Balad,Iraq
2016-07-07,Bombing,0.0,0.0,"Reyhanlı, Syria",Reyhanlı,Syria
2016-07-07,Rocket attack,5.0,9.0,"Aleppo, Syria",Aleppo,Syria
2016-07-07,Mortar attack,2.0,1.0,"Rafah, Egypt",Rafah,Egypt
2016-07-08,"Mortar attack, suicide bombing",36.0,,"Baghdad, Iraq",Baghdad,Iraq
2016-07-08,Suicide bombing,9.0,,"Damboa, Nigeria",Damboa,Nigeria
2016-07-09,Mortar attacks and other attacks,36.0,143.0,"Aleppo, Syria",Aleppo,Syria
2016-07-09,Shootdown,2.0,0.0,"Palmyra, Syria",Palmyra,Syria
2016-07-09,Counter-terrorism raid,3.0,5.0,Afghanistan,Unknown,Afghanistan
2016-07-09,Car bombing,3.0,10.0,"Cevizlik, Turkey",Cevizlik,Turkey
2016-07-09,Shooting,0.0,1.0,"Tekoa, West Bank",Tekoa,Palestine
2016-07-09,Execution,9.0,0.0,"Raqqa, Syria",Raqqa,Syria
2016-07-09,"Bombing, Shooting",7.0,8.0,"Kandahar and Paktia, Afghanistan",Kandahar,Afghanistan
2016-07-09,Melee attack,1.0,0.0,"Abuja, Nigeria",Abuja,Nigeria
2016-07-09,Attack,7.0,,"Rann, Nigeria",Rann,Nigeria
2016-07-10,Attack,2.0,0.0,"Dinangourou, Mali",Dinangourou,Mali
2016-07-10,Attacks,81.0,,"Benue, Nigeria",Benue,Nigeria
2016-07-11,Assassination,1.0,0.0,"Mopti region, Mali",Mopti,Mali
2016-07-11,Shooting,0.0,1.0,"Dereli, Turkey",Dereli,Turkey
2016-07-11,Bombing,0.0,2.0,"Dereli, Turkey",Dereli,Turkey
2016-07-11,"Suicide bombing, Attack",10.0,,"Mogadishu, Somalia",Mogadishu,Somalia
2016-07-11,Bombing,2.0,3.0,"Sinai Peninsula, Egypt",Sinai Peninsula,Egypt
2016-07-12,"Suicide bombing, bombing",17.0,56.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-12,Car bombing,11.0,32.0,"al-Rashidiya, Iraq",Al-Rashidiya,Iraq
2016-07-12,Execution,4.0,0.0,"al-Rashidiya, Iraq",Al-Rashidiya,Iraq
2016-07-12,Land mine,1.0,0.0,"Jizan Region, Saudi Arabia",Jizan,Saudi Arabia
2016-07-12,Attack,2.0,7.0,"Kangarwa, Nigeria",Kangarwa,Nigeria
2016-07-12,Execution,7.0,3.0,"Sirte, Libya",Sirte,Libya
2016-07-13,Assassination,1.0,0.0,"Bujumbura, Burundi",Bujumbura,Burundi
2016-07-13,Suicide bombing,7.0,11.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-13,Shooting,2.0,,"Baqubah, Iraq",Baqubah,Iraq
2016-07-13,Bombings,2.0,7.0,"Baqubah and Diyala Bridge, Iraq",Baqubah,Iraq
2016-07-13,Land mine,0.0,2.0,"Krasnohorivka, Ukraine",Krasnohorivka,Ukraine
2016-07-14,Shooting,2.0,2.0,"Rutshuru Territory, Democratic Republic of Congo",Rutshuru Territory,Congo
2016-07-14,Suicide bombings,0.0,6.0,"al-Daur, Iraq",Al-Daur,Iraq
2016-07-14,Executions,27.0,,"Mosul, Iraq",Mosul,Iraq
2016-07-14,Shooting,3.0,,"Manilop, Philippines",Manilop,Philippines
2016-07-14,Shootdown,1.0,0.0,"Deir ez-Zor, Syria",Deir Ez-Zor,Syria
2016-07-14,Vehicular Assault,86.0,434.0,"Nice, France",Nice,France
2016-07-14,Shooting,0.0,2.0,"Satghara, Pakistan",Satghara,Pakistan
2016-07-15,Shooting,2.0,0.0,"Rutshuru Territory, Democratic Republic of Congo",Rutshuru Territory,Congo
2016-07-15,"Bombing, shooting",3.0,3.0,"Gedo, Somalia",Gedo,Somalia
2016-07-15,Shooting,0.0,2.0,"Siirt Province, Turkey",Siirt,Turkey
2016-07-15,Grenade attack,1.0,7.0,"Kulgam, India",Kulgam,India
2016-07-16,Assassination,1.0,0.0,"Rosario de Perijá, Venezuela",Rosario De Perijá,Venezuela
2016-07-16,Execution,5.0,0.0,"Tal Abta, Iraq",Tal Abta,Iraq
2016-07-16,Bombing,3.0,6.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-16,Bombing,1.0,,"al-Jazeera, Iraq",Al-Jazeera,Iraq
2016-07-16,Bombing,0.0,,"Nineveh, Iraq",Nineveh,Iraq
2016-07-16,Clash,0.0,7.0,"Mamasapano, Philippines",Mamasapano,Philippines
2016-07-17,Shelling,0.0,1.0,"Avdiivka, Ukraine",Avdiivka,Ukraine
2016-07-17,Shelling,0.0,1.0,"Marinka, Ukraine",Marinka,Ukraine
2016-07-17,Bombing,1.0,4.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-17,Rocket attack,5.0,6.0,"Aleppo, Syria",Aleppo,Syria
2016-07-18,Shooting,10.0,10.0,"Almaty, Kazakhstan",Almaty,Kazakhstan
2016-07-18,Melee attack,0.0,2.0,"Al-Arroub, West Bank",Al-Arroub,Palestine
2016-07-18,Suicide car bombings,11.0,18.0,"Mukalla, Yemen",Mukalla,Yemen
2016-07-18,Suicide bombings,3.0,5.0,"al-Rathba, Iraq",Al-Rathba,Iraq
2016-07-18,Bombing,1.0,5.0,"Arab Jabour, Iraq",Arab Jabour,Iraq
2016-07-18,Shooting,9.0,25.0,"Benghazi, Libya",Benghazi,Libya
2016-07-18,Attack,0.0,7.0,"Tikrit, Iraq",Tikrit,Iraq
2016-07-18,Melee attack,0.0,5.0,"Würzburg, Germany",Würzburg,Germany
2016-07-18,Shooting,17.0,35.0,"Nampala, Mali",Nampala,Mali
2016-07-18,Melee attack,1.0,0.0,"Oke-Ogun, Nigeria",Oke-Ogun,Nigeria
2016-07-18,Shooting,7.0,5.0,"Kibiriz, Democratic Republic of Congo",Kibiriz,Congo
2016-07-19,Shelling,1.0,0.0,"Avdiivka, Ukraine",Avdiivka,Ukraine
2016-07-19,Suicide bombings,10.0,18.0,"Mukalla, Yemen",Mukalla,Yemen
2016-07-19,Bombings,2.0,3.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-19,Kidnapping,0.0,5.0,"Sabah, Malaysia",Sabah,Malaysia
2016-07-19,Suicide bombings,0.0,,"Diyala, Iraq",Diyala,Iraq
2016-07-19,Shootings,12.0,,"Mosul, Iraq",Mosul,Iraq
2016-07-19,Shooting,3.0,5.0,"Kyanyunda, Democratic Republic of Congo",Kyanyunda,Congo
2016-07-19,Attack,5.0,0.0,"Balad, Somalia",Balad,Somalia
2016-07-19,Execution,1.0,0.0,"Handarat, Syria",Handarat,Syria
2016-07-20,Bombing,1.0,0.0,"Kiev, Ukraine",Kiev,Ukraine
2016-07-20,Execution,33.0,0.0,"Qayyarah, Iraq",Qayyarah,Iraq
2016-07-20,Shooting,1.0,2.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-20,Attack,,,"Anbar, Iraq",Anbar,Iraq
2016-07-20,Suicide bombing,5.0,6.0,"Aden, Yemen",Aden,Yemen
2016-07-21,Bombings,2.0,10.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-21,Melee Attack,1.0,0.0,"Mitwaba, Democratic Republic of Congo",Mitwaba,Congo
2016-07-22,Shooting,2.0,2.0,"Lower Shabelle, Somalia",Lower Shabelle,Somalia
2016-07-22,Shooting,3.0,,"Diyarbakir, Turkey",Diyarbakir,Turkey
2016-07-22,Shooting,9.0,36.0,"Munich, Germany",Munich,Germany
2016-07-23,Suicide bombing,80.0,260.0,"Kabul, Afghanistan",Kabul,Afghanistan
2016-07-23,Bombing,1.0,4.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-23,Bombing,6.0,8.0,"Sharqat Island, Iraq",Sharqat Island,Iraq
2016-07-23,Bombings,3.0,13.0,"Dawra and Diyala Bridge, Iraq",Dawra,Iraq
2016-07-23,Suicide bombings,5.0,9.0,"Kirkuk, Iraq",Kirkuk,Iraq
2016-07-23,Suicide bombings,,,"al-Qayyarah, Iraq",Al-Qayyarah,Iraq
2016-07-24,Suicide bombing and other bombings,26.0,50.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-24,Bombing,1.0,2.0,"Rashed, Iraq",Rashed,Iraq
2016-07-24,Execution,3.0,0.0,"Rashad, Iraq",Rashad,Iraq
2016-07-24,Shooting,1.0,0.0,"Arish, Egypt",Arish,Egypt
2016-07-24,Suicide bombing,0.0,15.0,"Ansbach, Germany",Ansbach,Germany
2016-07-24,Melee attack,1.0,2.0,"Reutlingen, Germany",Reutlingen,Germany
2016-07-25,Land Mine,3.0,0.0,"Mardin Province, Turkey",Mardin,Turkey
2016-07-25,Suicide bombing,17.0,25.0,"Al Khalis, Iraq",Al Khalis,Iraq
2016-07-25,Bombings,5.0,17.0,"Al-Amin, Iraq",Al-Amin,Iraq
2016-07-25,Shelling,30.0,,"Juhalh, Iraq",Juhalh,Iraq
2016-07-25,Execution,23.0,0.0,"Mosul, Iraq",Mosul,Iraq
2016-07-25,Shooting,0.0,,"Niassa Province, Mozambique",Niassa,Mozambique
2016-07-25,Shooting,0.0,2.0,"Barue, Mozambique",Barue,Mozambique
2016-07-26,Suicide bombing,13.0,5.0,"Mogadishu, Somalia",Mogadishu,Somalia
2016-07-26,Land Mine,1.0,2.0,"Van, Turkey",Van,Turkey
2016-07-26,Rocket attack,1.0,1.0,"Diyarbakır, Turkey",Diyarbakır,Turkey
2016-07-26,"Melee Attack, hostage-taking",1.0,3.0,"Saint-Étienne-du-Rouvray, France",Saint-Étienne-Du-Rouvray,France
2016-07-26,Bombings,2.0,9.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-26,Bombing,,,"Baghdad, Iraq",Baghdad,Iraq
2016-07-26,Bombing,5.0,,"Sharqat, Iraq",Sharqat,Iraq
2016-07-27,Suicide bombing,57.0,171.0,Qamishli Syria,Qamishli,Syria
2016-07-27,"Suicide bombing, other attacks",18.0,37.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-27,Attacks,12.0,24.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-27,Attacks,3.0,4.0,"Anbar, Iraq",Anbar,Iraq
2016-07-27,Execution,25.0,,"Fallujah, Iraq",Fallujah,Iraq
2016-07-27,Land Mine,3.0,0.0,"Siirt, Turkey",Siirt,Turkey
2016-07-27,Bombing,7.0,18.0,"Marib, Yemen",Marib,Yemen
2016-07-28,Execution,14.0,,"Mosul, Iraq",Mosul,Iraq
2016-07-28,"Bombing, Mortar Attack, Suicide bombing",9.0,19.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-28,Execution,1.0,0.0,"Hawija, Iraq",Hawija,Iraq
2016-07-28,Shooting,2.0,4.0,"Commune of Gisozi, Burundi",Commune Of Gisozi,Burundi
2016-07-29,Shooting,0.0,1.0,"Nyamilima, Democratic Republic of Congo",Nyamilima,Congo
2016-07-29,Execution,24.0,0.0,"Manbij, Syria",Manbij,Syria
2016-07-29,Shooting,5.0,8.0,"Çukurca, Turkey",Çukurca,Turkey
2016-07-29,Kidnapping,0.0,1.0,"Santa Rosa del Aguaray, Paraguay",Santa Rosa Del Aguaray,Paraguay
2016-07-29,Attack,3.0,4.0,"Al Qoseama, Egypt",Al Qoseama,Egypt
2016-07-29,Attack,9.0,14.0,"Cabinda Province, Angola",Cabinda,Angola
2016-07-30,Bombing,2.0,8.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-30,Shooting,,,"Mopeia, Mozambique",Mopeia,Mozambique
2016-07-30,Bombing,1.0,8.0,"Larkana, Pakistan",Larkana,Pakistan
2016-07-31,Shooting,,,"Maiaca, Mozambique",Maiaca,Mozambique
2016-07-31,"Suicide bombing, Shooting",6.0,15.0,"Mogadishu, Somalia",Mogadishu,Somalia
2016-07-31,"Shooting, Suicide bombing",5.0,8.0,"Kirkuk, Iraq",Kirkuk,Iraq
2016-07-31,"Bombing, Shooting",11.0,12.0,"Baghdad, Iraq",Baghdad,Iraq
2016-07-31,Suicide bombing,2.0,5.0,"Anbar Province, Iraq",Anbar,Iraq
2016-07-31,Shootings,18.0,,"Punjab, Pakistan",Punjab,Pakistan
2016-07-31,Shootings,3.0,77.0,"Yerevan, Armenia",Yerevan,Armenia
2016-07-31,Shooting,1.0,0.0,"Timbuktu, Mali",Timbuktu,Mali
2016-08-01,"Truck bombing, shooting",1.0,4.0,"Kabul, Afghanistan",Kabul,Afghanistan
2016-08-01,Truck bombing,6.0,4.0,"Bingöl, Turkey",Bingöl,Turkey
